Frequency,Magnitude
16279.10,3149.294397
16280.45,3109.389273
16281.79,3146.299226
16283.14,3055.976189
16284.48,3131.095303
16285.83,3115.027164
16287.18,3121.794343
16288.52,3147.324067
16289.87,3080.430463
16291.21,3109.127486
16292.56,3113.627167
16293.91,3054.383563
16295.25,3132.310903
16296.60,3091.565001
16297.94,3074.451990
16299.29,3133.531982
16300.63,3142.815961
16301.98,3162.592059
16303.33,3117.684181
16304.67,3118.352114
16306.02,3137.257689
16307.36,3111.027713
16308.71,3121.259357
16310.06,3137.912823
16311.40,3045.606629
16312.75,3095.920105
16314.09,3068.517045
16315.44,3172.726345
16316.78,3139.159098
16318.13,3057.608275
16319.48,3222.720903
16320.82,3193.323304
16322.17,3151.918566
16323.51,3128.256013
16324.86,3085.179401
16326.21,3099.825667
16327.55,3151.301314
16328.90,3169.598228
16330.24,3112.231133
16331.59,3155.068601
16332.93,3142.977286
16334.28,3142.987531
16335.63,3135.525882
16336.97,3067.299002
16338.32,3140.958797
16339.66,3115.945498
16341.01,3085.438816
16342.36,3132.549052
16343.70,3136.307935
16345.05,3159.817002
16346.39,3107.991277
16347.74,3154.616789
16349.08,3227.434447
16350.43,3132.565168
16351.78,3111.205361
16353.12,3161.842510
16354.47,3122.557138
16355.81,3111.834217
16357.16,3219.602091
16358.51,3056.088259
16359.85,3124.609300
16361.20,3154.813318
16362.54,3064.871402
16363.89,3086.086909
16365.23,3066.479933
16366.58,3126.271025
16367.93,3129.893292
16369.27,3086.320563
16370.62,3123.049126
16371.96,3157.260016
16373.31,3186.895709
16374.66,3045.056923
16376.00,3139.383114
16377.35,3128.511016
16378.69,3101.523002
16380.04,3133.004904
16381.38,3150.430432
16382.73,3087.688039
16384.08,3116.432390
16385.42,3146.311377
16386.77,3113.198804
16388.11,3111.069211
16389.46,3126.484028
16390.81,3147.784687
16392.15,3118.068678
16393.50,3126.007986
16394.84,3109.598556
16396.19,3154.904905
16397.53,3096.626215
16398.88,3102.233408
16400.23,3066.675609
16401.57,3093.487061
16402.92,3099.694903
16404.26,3122.974762
16405.61,3127.639891
16406.95,3116.393603
16408.30,3211.248909
16409.65,3074.338514
16410.99,3102.355329
16412.34,3150.356081
16413.68,3120.708243
16415.03,3072.802679
16416.38,3093.550867
16417.72,3062.271962
16419.07,3149.188625
16420.41,3158.345846
16421.76,3004.872684
16423.10,3098.674093
16424.45,3070.852008
16425.80,3115.052403
16427.14,3048.428417
16428.49,3122.390991
16429.83,3069.871984
16431.18,3060.767903
16432.53,3081.773590
16433.87,3050.860016
16435.22,3099.756471
16436.56,3075.506436
16437.91,3096.310778
16439.25,3173.901026
16440.60,3106.037072
16441.95,3107.125309
16443.29,3094.219288
16444.64,3086.012389
16445.98,3066.392281
16447.33,3050.155653
16448.68,3069.061329
16450.02,3033.634906
16451.37,3158.782449
16452.71,3121.707133
16454.06,3110.986112
16455.40,3163.391637
16456.75,3078.128461
16458.10,3105.668816
16459.44,3075.499785
16460.79,3052.823626
16462.13,3078.217173
16463.48,3041.569873
16464.83,3111.119335
16466.17,3124.627143
16467.52,3081.053056
16468.86,3065.199008
16470.21,3111.178481
16471.55,3123.522275
16472.90,3167.971617
16474.25,3066.003695
16475.59,3107.306026
16476.94,3100.210222
16478.28,3095.334613
16479.63,3113.472440
16480.98,3059.809632
16482.32,3094.552540
16483.67,3137.372281
16485.01,3151.042474
16486.36,3026.786408
16487.70,3097.077748
16489.05,3050.584764
16490.40,3110.168362
16491.74,3104.333406
16493.09,3082.028958
16494.43,3051.983733
16495.78,3062.085898
16497.13,3137.114201
16498.47,3019.299741
16499.82,3046.419389
16501.16,3039.930300
16502.51,3136.092690
16503.85,3129.000896
16505.20,3064.725177
16506.55,3084.219615
16507.89,3073.030013
16509.24,3106.260773
16510.58,3146.137558
16511.93,3130.162806
16513.28,3097.738446
16514.62,3143.692107
16515.97,3080.056943
16517.31,3107.691643
16518.66,3060.430473
16520.00,3054.105679
16521.35,3080.482896
16522.70,3058.952750
16524.04,3091.575611
16525.39,3079.856054
16526.73,3043.693986
16528.08,2983.348314
16529.43,3132.646144
16530.77,3129.520508
16532.12,3125.701434
16533.46,3092.093583
16534.81,3098.461749
16536.15,3086.620331
16537.50,3074.659772
16538.85,3078.741814
16540.19,3099.714110
16541.54,3071.536447
16542.88,3081.986586
16544.23,3051.056778
16545.57,3139.048423
16546.92,3091.515884
16548.27,3053.266896
16549.61,3136.327211
16550.96,3072.667654
16552.30,3100.088932
16553.65,3091.590869
16555.00,3066.318396
16556.34,3089.509763
16557.69,3160.763330
16559.03,3045.990397
16560.38,3108.567209
16561.72,3068.822306
16563.07,3107.506360
16564.42,3066.014413
16565.76,3043.899063
16567.11,3155.989857
16568.45,3070.267703
16569.80,3099.656060
16571.15,3087.820382
16572.49,3074.152403
16573.84,3050.866231
16575.18,3095.409211
16576.53,3073.017703
16577.87,3064.795172
16579.22,3081.750257
16580.57,3048.853839
16581.91,3055.123131
16583.26,3103.638208
16584.60,3055.344305
16585.95,3088.382438
16587.30,3125.249307
16588.64,3023.361646
16589.99,3048.193340
16591.33,3038.117081
16592.68,3055.323154
16594.02,3072.985048
16595.37,3118.496943
16596.72,3088.698315
16598.06,3076.690319
16599.41,3075.796805
16600.75,3054.051361
16602.10,3051.712815
16603.45,3075.885364
16604.79,3052.376970
16606.14,3109.572253
16607.48,3113.915523
16608.83,3051.869485
16610.17,3010.400453
16611.52,3074.747661
16612.87,3127.159557
16614.21,3095.678158
16615.56,3083.388481
16616.90,3087.949217
16618.25,3022.738125
16619.60,3078.879235
16620.94,3107.032729
16622.29,2974.278468
16623.63,3047.743920
16624.98,3044.495506
16626.32,3086.976722
16627.67,3062.027836
16629.02,3071.564474
16630.36,2995.254746
16631.71,3070.581042
16633.05,3057.189955
16634.40,3089.407517
16635.75,3073.515905
16637.09,3084.546145
16638.44,3041.550657
16639.78,3074.004254
16641.13,3127.102357
16642.47,3178.304527
16643.82,3066.949322
16645.17,3070.227754
16646.51,3061.392583
16647.86,3065.541557
16649.20,3042.304720
16650.55,3039.131395
16651.90,3046.121578
16653.24,3020.082520
16654.59,3006.971863
16655.93,3057.036491
16657.28,3117.251407
16658.62,3082.093127
16659.97,3046.040494
16661.32,3081.505274
16662.66,3007.337876
16664.01,3105.886580
16665.35,3072.435863
16666.70,3067.280816
16668.05,3104.935276
16669.39,3081.678089
16670.74,3069.768674
16672.08,3078.059785
16673.43,3069.525023
16674.77,3078.021926
16676.12,3115.343188
16677.47,2977.193084
16678.81,3058.045048
16680.16,3078.597382
16681.50,3056.314526
16682.85,3061.579666
16684.19,3070.650317
16685.54,3070.506738
16686.89,3074.458375
16688.23,3069.537687
16689.58,2996.371331
16690.92,3045.703567
16692.27,3029.304507
16693.62,2972.070436
16694.96,3013.663157
16696.31,3071.342990
16697.65,3068.671789
16699.00,3040.513495
16700.34,3064.433438
16701.69,3108.919434
16703.04,3018.598470
16704.38,3050.061247
16705.73,3073.471704
16707.07,3044.912215
16708.42,3048.753505
16709.77,3073.318278
16711.11,3025.261507
16712.46,3087.033753
16713.80,3074.329690
16715.15,3092.172477
16716.49,3023.102520
16717.84,3075.960300
16719.19,2960.103869
16720.53,3152.267902
16721.88,3059.371447
16723.22,3086.360736
16724.57,3036.484452
16725.92,3088.670878
16727.26,3020.413126
16728.61,3047.417855
16729.95,3069.774501
16731.30,3024.806371
16732.64,3085.562546
16733.99,3043.148639
16735.34,3030.024640
16736.68,3073.555605
16738.03,3093.261347
16739.37,3051.427987
16740.72,3029.971059
16742.07,3057.228015
16743.41,3045.255975
16744.76,3092.204284
16746.10,2955.362671
16747.45,3039.954779
16748.79,3094.769297
16750.14,3032.164433
16751.49,3066.399904
16752.83,3077.479995
16754.18,3051.409825
16755.52,3095.616268
16756.87,3070.220244
16758.22,3036.484561
16759.56,3051.523852
16760.91,3023.750905
16762.25,3001.695486
16763.60,3101.496076
16764.94,3076.295589
16766.29,3013.542384
16767.64,3075.041268
16768.98,3046.358645
16770.33,3040.657847
16771.67,3126.028709
16773.02,3047.399205
16774.37,3089.003737
16775.71,3071.590507
16777.06,3084.564353
16778.40,3101.729078
16779.75,3047.662097
16781.09,3059.852389
16782.44,3124.746170
16783.79,3013.787632
16785.13,3042.363480
16786.48,3089.495766
16787.82,3016.482122
16789.17,3024.935758
16790.52,3029.179208
16791.86,3097.693435
16793.21,3092.986683
16794.55,3057.507199
16795.90,3038.264019
16797.24,3069.577610
16798.59,3065.830102
16799.94,3095.966235
16801.28,2990.163593
16802.63,3092.733328
16803.97,3099.981675
16805.32,3040.835887
16806.67,3070.151120
16808.01,3038.330909
16809.36,3059.062349
16810.70,3042.768834
16812.05,3074.564959
16813.39,2994.609764
16814.74,3040.471025
16816.09,3040.210830
16817.43,3024.102816
16818.78,3091.977415
16820.12,3073.508721
16821.47,3049.633607
16822.81,3093.786971
16824.16,3086.684618
16825.51,3118.019496
16826.85,3020.471627
16828.20,3066.855417
16829.54,3045.400999
16830.89,3051.432587
16832.24,3026.107461
16833.58,3050.565967
16834.93,3054.165135
16836.27,3031.023826
16837.62,3033.664879
16838.96,3090.434432
16840.31,3045.872839
16841.66,3089.243250
16843.00,3014.145149
16844.35,3050.887144
16845.69,3054.863689
16847.04,2994.946929
16848.39,2966.269919
16849.73,3033.891825
16851.08,3029.121171
16852.42,3055.226090
16853.77,3055.645242
16855.11,3030.368096
16856.46,3045.105851
16857.81,3077.562281
16859.15,3063.848576
16860.50,2999.648254
16861.84,3060.358311
16863.19,3020.311312
16864.54,3035.414689
16865.88,3019.565624
16867.23,3051.386024
16868.57,3030.491198
16869.92,3041.421609
16871.26,3023.687461
16872.61,3047.680031
16873.96,3082.375195
16875.30,3059.893307
16876.65,3098.696965
16877.99,3025.510780
16879.34,3048.594139
16880.69,3050.988052
16882.03,3061.437347
16883.38,3025.493846
16884.72,3045.626659
16886.07,3024.968365
16887.41,3011.579633
16888.76,2947.627086
16890.11,3122.927595
16891.45,3053.551179
16892.80,3097.743926
16894.14,3004.049105
16895.49,3106.414922
16896.84,3073.058884
16898.18,3073.361024
16899.53,2989.940959
16900.87,3047.542618
16902.22,3074.934750
16903.56,2950.844517
16904.91,3052.275498
16906.26,3030.335802
16907.60,3026.933828
16908.95,3058.913607
16910.29,3010.817236
16911.64,3090.253928
16912.99,3057.038917
16914.33,3045.078712
16915.68,3095.087411
16917.02,3054.159979
16918.37,3067.890235
16919.71,3081.931115
16921.06,3002.635502
16922.41,3019.745363
16923.75,2963.296663
16925.10,3040.776566
16926.44,3055.253290
16927.79,2948.595956
16929.14,3081.161317
16930.48,3040.111042
16931.83,3052.289930
16933.17,3044.882463
16934.52,3056.636707
16935.86,3125.163863
16937.21,3060.289465
16938.56,3014.020702
16939.90,3028.733349
16941.25,3005.268273
16942.59,3012.892085
16943.94,2993.338238
16945.29,3043.078123
16946.63,3037.981443
16947.98,3032.443471
16949.32,3020.534090
16950.67,3048.608970
16952.01,3049.679511
16953.36,3067.355629
16954.71,3046.507095
16956.05,3045.280960
16957.40,3049.658143
16958.74,3038.651529
16960.09,3048.920422
16961.43,3099.978690
16962.78,2970.184379
16964.13,3040.117272
16965.47,3017.480114
16966.82,3081.505914
16968.16,3061.354584
16969.51,3054.866822
16970.86,3014.923728
16972.20,3031.126022
16973.55,3023.735018
16974.89,3124.157173
16976.24,3042.253510
16977.58,3062.331537
16978.93,2963.252124
16980.28,3014.011973
16981.62,3021.559025
16982.97,3055.746764
16984.31,3052.738060
16985.66,3021.076177
16987.01,3029.481845
16988.35,3011.916768
16989.70,3069.990725
16991.04,3159.158577
16992.39,3008.807536
16993.73,3028.273909
16995.08,2971.711687
16996.43,3053.305327
16997.77,3015.602282
16999.12,3055.184506
17000.46,3030.600470
17001.81,3050.323224
17003.16,3010.284058
17004.50,3051.849152
17005.85,3040.706551
17007.19,2991.786797
17008.54,3038.375807
17009.88,3117.893907
17011.23,3074.412893
17012.58,3044.053276
17013.92,3020.703377
17015.27,3035.217959
17016.61,3019.662219
17017.96,3153.882589
17019.31,3056.399917
17020.65,3041.841582
17022.00,3113.760484
17023.34,3055.990355
17024.69,3075.648127
17026.03,3134.760617
17027.38,3069.247363
17028.73,3086.798040
17030.07,3061.445150
17031.42,3107.215724
17032.76,3054.571702
17034.11,3061.191720
17035.46,3039.452551
17036.80,3082.574781
17038.15,3048.335912
17039.49,3125.228329
17040.84,3030.396907
17042.18,3023.353774
17043.53,3129.496011
17044.88,2988.308186
17046.22,3040.829109
17047.57,3005.458150
17048.91,3052.926415
17050.26,3012.190291
17051.61,3055.151518
17052.95,3039.418141
17054.30,3074.850364
17055.64,3080.298609
17056.99,3073.276891
17058.33,3046.493583
17059.68,2981.983479
17061.03,3052.275214
17062.37,3050.469263
17063.72,2970.555958
17065.06,3100.177369
17066.41,3059.622231
17067.76,3080.540702
17069.10,3075.346574
17070.45,3041.235073
17071.79,3031.102454
17073.14,3071.150314
17074.48,3021.566694
17075.83,3015.875075
17077.18,3067.677236
17078.52,3052.126702
17079.87,3057.184521
17081.21,3001.151373
17082.56,3101.644226
17083.91,3005.604279
17085.25,3063.926330
17086.60,3004.091393
17087.94,3053.256704
17089.29,2997.568043
17090.63,3025.871372
17091.98,3001.515048
17093.33,3034.049527
17094.67,3135.128083
17096.02,3033.004856
17097.36,3046.585496
17098.71,3072.299850
17100.05,3069.984111
17101.40,3004.663075
17102.75,3044.863945
17104.09,3065.435033
17105.44,3055.853903
17106.78,2966.357218
17108.13,3071.750698
17109.48,3041.298707
17110.82,3009.042278
17112.17,3014.683603
17113.51,3050.490172
17114.86,3022.367959
17116.20,3039.210221
17117.55,3051.416045
17118.90,2991.484296
17120.24,3052.387548
17121.59,3044.844404
17122.93,3015.877085
17124.28,3058.350513
17125.63,2987.533840
17126.97,2982.316105
17128.32,3051.953782
17129.66,3084.536242
17131.01,3103.518873
17132.35,3021.683521
17133.70,3087.688383
17135.05,3047.607800
17136.39,3088.775582
17137.74,3091.723438
17139.08,3052.199684
17140.43,3034.645873
17141.78,3104.461963
17143.12,3053.842243
17144.47,3029.806488
17145.81,2935.765298
17147.16,3035.812048
17148.50,3089.202496
17149.85,3006.608370
17151.20,3058.821333
17152.54,3038.489356
17153.89,3100.844094
17155.23,3067.150195
17156.58,3054.840898
17157.93,2975.634572
17159.27,3064.193604
17160.62,3087.863588
17161.96,3163.785829
17163.31,3042.136156
17164.65,3044.307833
17166.00,3073.774912
17167.35,3018.004069
17168.69,3029.133815
17170.04,3002.429766
17171.38,3106.886655
17172.73,3026.117622
17174.08,3010.978063
17175.42,3073.469985
17176.77,3049.422811
17178.11,3043.401648
17179.46,3086.571039
17180.80,2976.504714
17182.15,3020.005689
17183.50,3056.725484
17184.84,3044.302773
17186.19,3051.852659
17187.53,3044.009131
17188.88,2973.363861
17190.23,3052.111370
17191.57,3065.835336
17192.92,3017.244013
17194.26,3077.365743
17195.61,3010.158115
17196.95,3029.906040
17198.30,3033.970493
17199.65,3058.922197
17200.99,3022.108988
17202.34,3058.814897
17203.68,3047.228309
17205.03,3021.049747
17206.38,3057.382709
17207.72,3045.860304
17209.07,3078.125670
17210.41,3025.506539
17211.76,3014.474643
17213.10,3106.638827
17214.45,3053.357607
17215.80,3057.481728
17217.14,2989.877388
17218.49,3010.753559
17219.83,3059.329566
17221.18,3051.967748
17222.53,3045.186954
17223.87,3049.375714
17225.22,3072.696158
17226.56,3096.179329
17227.91,3039.168513
17229.25,3084.594752
17230.60,3006.774279
17231.95,3004.362543
17233.29,3071.882584
17234.64,3081.475901
17235.98,2999.040950
17237.33,3063.489053
17238.67,3018.692546
17240.02,3039.180114
17241.37,3027.649506
17242.71,3084.456687
17244.06,3030.305507
17245.40,3010.168967
17246.75,3029.046102
17248.10,3029.404069
17249.44,3032.733651
17250.79,3001.478398
17252.13,3008.386144
17253.48,3021.253886
17254.82,3004.323317
17256.17,3112.828020
17257.52,3079.099809
17258.86,3046.941317
17260.21,3030.653201
17261.55,3044.347746
17262.90,3066.049829
17264.25,3019.369954
17265.59,3058.954963
17266.94,3058.298374
17268.28,3038.190871
17269.63,3044.704978
17270.97,3027.851138
17272.32,3030.237448
17273.67,3081.333209
17275.01,3039.629607
17276.36,2987.131262
17277.70,3047.316006
17279.05,3047.542175
17280.40,3022.350798
17281.74,3016.892927
17283.09,3060.383040
17284.43,3086.613035
17285.78,2995.552752
17287.12,3034.591704
17288.47,2986.309585
17289.82,3040.856621
17291.16,3072.231355
17292.51,3040.008051
17293.85,3006.834398
17295.20,3022.713704
17296.55,3037.823081
17297.89,3014.517880
17299.24,3032.640517
17300.58,3038.171670
17301.93,3102.847031
17303.27,2963.197969
17304.62,3021.187457
17305.97,3033.256189
17307.31,3008.342315
17308.66,3027.983428
17310.00,3039.865847
17311.35,3014.110864
17312.70,3090.326481
17314.04,3003.572935
17315.39,3068.720168
17316.73,3053.517751
17318.08,3049.558928
17319.42,3009.793305
17320.77,3083.632578
17322.12,3010.784478
17323.46,2995.372286
17324.81,3027.289819
17326.15,3059.375808
17327.50,3022.614313
17328.85,3037.394395
17330.19,3078.717903
17331.54,3002.809914
17332.88,3001.194554
17334.23,3068.383318
17335.57,3037.438613
17336.92,3100.278042
17338.27,3065.160222
17339.61,3070.956244
17340.96,3027.270607
17342.30,3078.344399
17343.65,3079.500685
17345.00,3043.433550
17346.34,3053.134199
17347.69,3041.653462
17349.03,3036.378353
17350.38,3063.804786
17351.72,3068.191113
17353.07,3078.877924
17354.42,2976.965963
17355.76,3042.648580
17357.11,3003.360729
17358.45,3062.777121
17359.80,3053.496007
17361.15,3032.752076
17362.49,3074.430044
17363.84,3034.811127
17365.18,3057.226497
17366.53,3036.794488
17367.87,2995.210113
17369.22,3035.506876
17370.57,3030.349269
17371.91,3113.592317
17373.26,3085.213370
17374.60,3000.735367
17375.95,2993.297299
17377.29,3057.992788
17378.64,3007.627634
17379.99,2985.028800
17381.33,3030.128090
17382.68,3060.097669
17384.02,2964.002389
17385.37,3037.970473
17386.72,3027.928900
17388.06,2994.281444
17389.41,3018.600934
17390.75,3003.355446
17392.10,3018.659238
17393.44,3031.817792
17394.79,3051.240432
17396.14,3032.133243
17397.48,3051.424858
17398.83,3043.530794
17400.17,3010.987940
17401.52,3023.740725
17402.87,3047.225307
17404.21,3047.743668
17405.56,2987.801331
17406.90,3007.445156
17408.25,2990.753324
17409.59,3031.478230
17410.94,3050.512024
17412.29,2967.831450
17413.63,3072.593566
17414.98,3077.478664
17416.32,3029.134728
17417.67,3047.949157
17419.02,3048.969332
17420.36,3023.912741
17421.71,3063.279098
17423.05,3054.074610
17424.40,3056.675899
17425.74,3030.165481
17427.09,2992.659042
17428.44,3019.839310
17429.78,2982.806257
17431.13,3164.443057
17432.47,3060.585313
17433.82,3062.637061
17435.17,3074.731300
17436.51,3041.628017
17437.86,3007.412181
17439.20,3015.626332
17440.55,3052.830985
17441.89,3047.626635
17443.24,3022.242678
17444.59,3047.257962
17445.93,3050.969434
17447.28,3042.892451
17448.62,3034.023189
17449.97,3046.254248
17451.32,3067.721624
17452.66,3067.049424
17454.01,3061.236445
17455.35,2999.102671
17456.70,3056.398045
17458.04,3061.763897
17459.39,3063.806053
17460.74,3027.788614
17462.08,3021.688357
17463.43,3023.123301
17464.77,3064.699100
17466.12,2993.114671
17467.47,3067.007440
17468.81,3024.788188
17470.16,2997.638333
17471.50,3037.415396
17472.85,2971.519575
17474.19,3030.344895
17475.54,3027.777413
17476.89,2986.374038
17478.23,3035.216406
17479.58,3023.949326
17480.92,2987.331878
17482.27,3082.597355
17483.62,3061.310911
17484.96,3015.832293
17486.31,3135.712659
17487.65,3042.111541
17489.00,3065.542076
17490.34,2956.166249
17491.69,3016.819225
17493.04,3014.654664
17494.38,3020.456808
17495.73,3039.293401
17497.07,3034.756333
17498.42,2955.408754
17499.77,3062.627120
17501.11,3020.161417
17502.46,3091.696745
17503.80,3076.141578
17505.15,3057.548720
17506.49,3004.711011
17507.84,3021.626902
17509.19,3021.305682
17510.53,3046.285379
17511.88,3097.766722
17513.22,3033.530611
17514.57,3025.593213
17515.91,2993.606000
17517.26,3024.689560
17518.61,2999.176889
17519.95,3038.777429
17521.30,3035.226401
17522.64,3060.428282
17523.99,3009.189798
17525.34,3008.976445
17526.68,2979.353988
17528.03,2985.777358
17529.37,3013.952786
17530.72,3046.839428
17532.06,3029.205039
17533.41,3052.780883
17534.76,3067.255964
17536.10,3030.320652
17537.45,3042.626204
17538.79,3011.483925
17540.14,2997.466906
17541.49,3042.475548
17542.83,3055.711418
17544.18,3015.407419
17545.52,2988.777195
17546.87,3028.790471
17548.21,2989.271452
17549.56,3068.993781
17550.91,3064.104071
17552.25,3044.856723
17553.60,3013.302009
17554.94,3049.209622
17556.29,3033.688419
17557.64,2977.154138
17558.98,3046.171411
17560.33,3024.839628
17561.67,3010.748955
17563.02,2969.180944
17564.36,3065.574796
17565.71,3068.552736
17567.06,3021.118848
17568.40,3052.899212
17569.75,2989.766544
17571.09,2975.803661
17572.44,3066.135275
17573.79,3022.918848
17575.13,2961.265476
17576.48,3113.048048
17577.82,3068.634907
17579.17,3131.639404
17580.51,3036.111360
17581.86,3045.737256
17583.21,3101.792273
17584.55,3052.220561
17585.90,3046.435806
17587.24,3029.391527
17588.59,3009.299391
17589.94,3004.339232
17591.28,2955.255962
17592.63,3120.398682
17593.97,3036.356087
17595.32,3045.716200
17596.66,3010.468580
17598.01,3002.919319
17599.36,2993.149590
17600.70,3025.947674
17602.05,3063.833763
17603.39,3040.347763
17604.74,3035.277600
17606.09,3005.883786
17607.43,3036.366607
17608.78,3041.278361
17610.12,3058.704906
17611.47,3007.736073
17612.81,2989.245476
17614.16,2993.666644
17615.51,3008.493322
17616.85,3042.310845
17618.20,3024.677809
17619.54,3058.953233
17620.89,3011.361070
17622.24,3025.907918
17623.58,3021.894126
17624.93,3004.321337
17626.27,2975.106856
17627.62,3013.340369
17628.96,3058.787528
17630.31,3032.670907
17631.66,3047.519553
17633.00,3023.771676
17634.35,3067.404468
17635.69,3006.290463
17637.04,3027.234454
17638.39,3105.977311
17639.73,2940.422711
17641.08,3009.679284
17642.42,2967.479711
17643.77,3073.250862
17645.11,2980.599812
17646.46,3007.517392
17647.81,3041.473445
17649.15,3026.846671
17650.50,3006.234958
17651.84,3028.936837
17653.19,3071.544824
17654.53,2997.774449
17655.88,3044.844287
17657.23,3007.973797
17658.57,3036.984637
17659.92,2973.262515
17661.26,3010.442969
17662.61,3017.100150
17663.96,2985.894779
17665.30,3081.205953
17666.65,3064.972362
17667.99,2999.321451
17669.34,3103.718918
17670.68,3033.769941
17672.03,3018.715823
17673.38,3051.911582
17674.72,3009.107180
17676.07,3037.357688
17677.41,3012.845178
17678.76,3021.682719
17680.11,3022.747785
17681.45,3003.139520
17682.80,3074.873102
17684.14,2991.781886
17685.49,3023.979406
17686.83,3012.321501
17688.18,3014.222702
17689.53,3020.913247
17690.87,3083.019717
17692.22,3045.078196
17693.56,3176.087549
17694.91,3025.684842
17696.26,2955.168791
17697.60,2992.576339
17698.95,3009.424981
17700.29,2964.409376
17701.64,3010.535050
17702.98,3038.044187
17704.33,3008.761265
17705.68,2972.419794
17707.02,3036.653824
17708.37,3065.522859
17709.71,3046.208369
17711.06,2957.003334
17712.41,3030.918503
17713.75,3026.927050
17715.10,3024.793395
17716.44,2968.418395
17717.79,2971.747785
17719.13,3042.866990
17720.48,3080.771714
17721.83,3046.709741
17723.17,3029.134324
17724.52,2987.776676
17725.86,3030.380558
17727.21,3035.002080
17728.56,2994.861475
17729.90,3018.421208
17731.25,3021.871396
17732.59,2974.869319
17733.94,3020.099002
17735.28,3064.481128
17736.63,2979.949044
17737.98,3030.097916
17739.32,3009.976430
17740.67,3001.650471
17742.01,3033.497189
17743.36,3041.526260
17744.71,2921.376284
17746.05,3029.358720
17747.40,3041.167640
17748.74,2982.889929
17750.09,2993.178512
17751.43,3057.618346
17752.78,3041.506704
17754.13,3018.447462
17755.47,3057.202828
17756.82,3087.554218
17758.16,3005.745529
17759.51,3029.063661
17760.86,3048.876042
17762.20,3030.605822
17763.55,3048.521446
17764.89,2995.055875
17766.24,3022.542358
17767.58,3051.330306
17768.93,3043.129085
17770.28,2969.008054
17771.62,3007.872834
17772.97,3013.110958
17774.31,3029.602998
17775.66,2951.783290
17777.01,2977.748508
17778.35,2994.387047
17779.70,2968.514136
17781.04,2969.100876
17782.39,3030.819293
17783.73,2944.617372
17785.08,2999.503028
17786.43,2986.531098
17787.77,2978.449503
17789.12,2921.139533
17790.46,3028.186531
17791.81,3000.965524
17793.15,2949.364722
17794.50,3021.387145
17795.85,3027.883086
17797.19,3007.354378
17798.54,3020.547217
17799.88,3019.081399
17801.23,3080.392337
17802.58,2990.471305
17803.92,2995.536524
17805.27,2948.908218
17806.61,3077.204081
17807.96,3055.746787
17809.30,3003.719600
17810.65,3022.394157
17812.00,2991.386067
17813.34,3023.310946
17814.69,2992.223971
17816.03,3007.056506
17817.38,2991.989227
17818.73,2988.102893
17820.07,3005.170804
17821.42,3007.084755
17822.76,3001.362742
17824.11,3038.506978
17825.45,3034.031927
17826.80,2977.042721
17828.15,2994.578761
17829.49,3031.640763
17830.84,2945.653580
17832.18,2991.798993
17833.53,3040.594909
17834.88,2977.880079
17836.22,2990.864009
17837.57,3010.525176
17838.91,2914.100810
17840.26,3019.315355
17841.60,3015.942513
17842.95,2956.459534
17844.30,3010.237325
17845.64,2968.834991
17846.99,3057.656258
17848.33,3008.365836
17849.68,3014.589743
17851.03,2992.575894
17852.37,3050.347489
17853.72,3001.738187
17855.06,3037.268108
17856.41,3083.117385
17857.75,2994.278675
17859.10,2983.075805
17860.45,3064.882132
17861.79,3013.925828
17863.14,3050.946878
17864.48,3022.564670
17865.83,3009.580685
17867.18,3018.744676
17868.52,2961.003850
17869.87,3015.821518
17871.21,3006.512525
17872.56,3052.897043
17873.90,2995.722164
17875.25,3030.937502
17876.60,3051.331548
17877.94,2996.456762
17879.29,2965.619825
17880.63,2994.015497
17881.98,2943.644040
17883.33,2976.770389
17884.67,2949.572597
17886.02,2991.023705
17887.36,2959.069424
17888.71,2983.343837
17890.05,3051.177237
17891.40,2989.273278
17892.75,2981.357033
17894.09,2994.111770
17895.44,3057.492178
17896.78,2979.716912
17898.13,2885.474417
17899.48,2994.641192
17900.82,2990.547688
17902.17,2970.298799
17903.51,2907.544028
17904.86,3011.517074
17906.20,2943.513366
17907.55,3023.646935
17908.90,3022.464457
17910.24,3008.655812
17911.59,2995.878455
17912.93,2962.627982
17914.28,2979.329249
17915.62,2950.626694
17916.97,3028.309234
17918.32,3007.765918
17919.66,3056.733975
17921.01,3013.793751
17922.35,2996.899215
17923.70,3018.065029
17925.05,2993.857926
17926.39,2975.641361
17927.74,2900.796119
17929.08,3033.732977
17930.43,3036.295900
17931.77,3033.965431
17933.12,2991.166281
17934.47,2975.222164
17935.81,2999.105380
17937.16,2952.306177
17938.50,3017.022064
17939.85,2987.470667
17941.20,2969.702065
17942.54,2963.559607
17943.89,2957.834840
17945.23,3017.635984
17946.58,2984.119750
17947.92,3004.954490
17949.27,2974.057552
17950.62,3015.067537
17951.96,3006.793599
17953.31,3022.900058
17954.65,2994.979595
17956.00,3006.253814
17957.35,2968.680608
17958.69,2963.852665
17960.04,2974.929022
17961.38,2977.083841
17962.73,3014.958885
17964.07,3026.937675
17965.42,2970.853652
17966.77,2970.898180
17968.11,3068.739591
17969.46,3023.051538
17970.80,2995.611390
17972.15,2962.733279
17973.50,3010.732502
17974.84,3029.455608
17976.19,3008.914046
17977.53,3009.718509
17978.88,2989.259634
17980.22,3022.694588
17981.57,2990.285954
17982.92,3025.921403
17984.26,2967.912723
17985.61,3003.556364
17986.95,3021.348512
17988.30,2948.627273
